i,t,treat,x1,x2,y
503,1,0,503.615610855155,753.398093180185,1759.85601675158
504,1,0,503.240748199964,754.846816932489,1763.69695299678
505,1,0,504.181903040266,755.720190724143,1764.74440648065
506,1,0,506.141868723204,756.020192321064,1769.7714489086
507,1,0,507.6621291267,761.365494963393,1775.86993680633
508,1,0,508.445373632024,762.265426730083,1780.32018822644
509,1,0,510.634424000627,761.806498297462,1781.28323501433
510,1,0,509.717283447923,763.799668012895,1785.12633932515
511,1,0,511.130251323693,763.622036931584,1785.59460097152
512,1,0,512.482628824407,767.875779207498,1793.96779589623
513,1,0,513.314712773433,770.640025813631,1796.7970513033
514,1,0,514.083615281031,769.384565102763,1799.07756824812
515,1,0,515.790486520896,772.159133601195,1802.79193283833
516,1,0,515.496304489533,775.15461144041,1808.26030379427
517,1,0,516.515231035406,777.02816066096,1810.3857044126
518,1,0,517.433155731096,773.007576752502,1810.05012034793
519,1,0,518.481284730396,779.358899525354,1816.68249697199
520,1,0,517.317359546669,778.42768557768,1817.35443298868
521,1,0,520.738266384489,781.131685050319,1822.71226415105
522,1,0,522.248292534485,783.056478503402,1828.91415890221
523,1,0,523.05007493466,783.261673633538,1829.15406128444
524,1,0,522.247369878177,783.821023693165,1831.67778143567
525,1,0,524.432309194011,786.652004419073,1835.92662632932
526,1,0,526.253780038288,787.943035267738,1841.80620317035
527,1,0,527.696141463959,790.209202751674,1844.74765693187
528,1,0,529.363299834241,793.147942201643,1852.12062990021
529,1,0,528.173601195724,791.410304150049,1848.42621806201
530,1,0,529.541668258521,795.083891473526,1856.23494759638
531,1,0,530.85092448937,795.342801983705,1857.03603918931
532,1,0,531.093272346669,795.285245911796,1859.98790612279
533,1,0,532.638895543964,798.822230558188,1864.30343881839
534,1,0,534.430685380452,801.370894715766,1871.41096796055
535,1,0,534.890785410345,802.655291584375,1872.38838971096
536,1,0,536.6598868617,806.674641458178,1880.94391618421
537,1,0,536.657296255609,804.870948199909,1878.37055717176
538,1,0,536.888991987581,806.392609449018,1882.89098930093
539,1,0,538.642058408718,808.439600010528,1885.92397113548
540,1,0,540.917120744423,810.247953778853,1892.7744623876
541,1,0,542.320538311739,811.057686382876,1894.22053741085
542,1,0,542.145532678225,813.693862451028,1899.44878299358
543,1,0,544.982264832917,814.549107090181,1902.37368463934
544,1,0,543.868440260505,815.991316696025,1905.46914482086
545,1,0,546.036884687665,817.978148268521,1908.85734567243
546,1,0,546.065095489735,817.695023535506,1911.36950688957
547,1,0,548.094444377934,820.575708767064,1915.51246586124
548,1,0,549.308013237554,822.985164481272,1921.90256558315
549,1,0,548.479686829256,826.001161336927,1923.32316088242
550,1,0,551.438115317593,826.050802394236,1929.09830557616
551,1,0,550.268526132695,827.351266454291,1928.46210530322
552,1,0,550.745991203594,826.584859075252,1930.94023814317
553,1,0,553.241576059454,828.483216980268,1934.56710575596
554,1,0,554.776487531328,830.518485004298,1940.90436039995
555,1,0,555.188818409207,830.218748603508,1940.24987972895
556,1,0,557.554721662315,836.718950813835,1951.88306034048
557,1,0,558.427470583087,836.897945932764,1952.16772923209
558,1,0,557.283746374938,835.875570470904,1952.76870471017
559,1,0,559.973501774228,840.874098033549,1959.68991252402
560,1,0,559.555757496902,838.282744723145,1959.44789008438
561,1,0,561.327107289251,841.064274087521,1963.23369409301
562,1,0,560.575547820415,846.773958443718,1970.95889412846
563,1,0,563.133886202777,842.86318449605,1968.83938341507
564,1,0,562.028277045209,847.023154837128,1974.66081974667
565,1,0,564.140745697285,847.778880652262,1976.76193906579
566,1,0,565.861351328972,850.060614272999,1983.5313534663
567,1,0,567.353946677457,852.276425102402,1986.4726844961
568,1,0,568.520030110572,853.073133017587,1991.20255099249
569,1,0,568.769003842085,852.921917315385,1990.53323387371
570,1,0,569.938360643211,855.517368378576,1997.06511688612
571,1,0,568.918678300433,854.396230057358,1994.15722107403
572,1,0,572.872087082667,857.394205102307,2003.8756800493
573,1,0,572.434911689621,861.113209520418,2006.39043392628
574,1,0,575.212941273689,862.097499037026,2012.91982817504
575,1,0,573.801475098347,863.124539851946,2011.76832766653
576,1,0,576.84155931553,863.062274175503,2017.51322135536
577,1,0,577.745456564535,869.287973718835,2023.87574299961
578,1,0,575.582818423852,866.666525850295,2021.85873213848
579,1,0,579.775103011725,869.800835848771,2028.41825157673
580,1,0,580.495865232493,869.239967538135,2031.34522063496
581,1,0,580.321885122004,870.896245381975,2032.06044322022
582,1,0,582.466065731687,871.851074959521,2037.92652855554
583,1,0,582.603565478404,874.523838022028,2039.96971621667
584,1,0,584.008054812065,877.36598445934,2046.98342713573
585,1,0,584.638814991122,877.600159122024,2047.08128682938
586,1,0,585.950373745316,877.986596466924,2051.54635807657
587,1,0,585.807469403942,880.655392241138,2053.30517436132
588,1,0,590.011655785813,882.102226627386,2061.72327027753
589,1,0,589.671227931915,883.695269893502,2062.20881054166
590,1,0,590.160391196136,887.053548778473,2068.82332783894
591,1,0,593.520604011629,886.913142289649,2071.27605901752
592,1,0,591.605613743533,887.903316381965,2073.11831798983
593,1,0,592.454485498548,888.50597101373,2073.80276922852
594,1,0,595.42079482206,890.825069504692,2081.85525219108
595,1,0,594.002996973044,894.008266776197,2082.85357646548
596,1,0,596.429261813401,894.615976242883,2088.65462592061
597,1,0,596.078883682691,897.156720278551,2090.07791667748
598,1,0,597.384672411265,895.039056280925,2092.03311655652
599,1,0,598.869902887053,901.073021154433,2098.78523675772
600,1,0,600.783020812287,898.909642154898,2101.30205083151
601,1,0,601.359830560504,903.016202304346,2105.21834558109
602,1,0,603.152115645175,901.497022227304,2108.25852573681
603,1,0,602.003524887271,900.129908170459,2104.97574577397
604,1,0,602.700655327117,906.108078662023,2114.41812185347
605,1,0,604.67376381889,905.788357137452,2115.30443367258
606,1,0,607.302140617531,911.58641059788,2126.49793907974
607,1,0,606.133821528309,910.421601193464,2123.39773543801
608,1,0,608.267414467411,915.454995694447,2133.33179802619
609,1,0,607.519876600728,914.320958989367,2130.68314830633
610,1,0,610.39837332697,917.194848794716,2139.20260998601
611,1,0,610.237867937217,916.854736291355,2137.93491694481
612,1,0,612.44589415761,919.092810204166,2145.1480922261
613,1,0,614.116934368189,919.894932711862,2146.85417979629
614,1,0,615.541499964968,920.443346097447,2151.59423392674
615,1,0,615.790232553877,923.290848868273,2153.92339413839
616,1,0,615.113999569452,922.016696298372,2154.74008373215
617,1,0,616.579807243535,923.214875910145,2156.63699586992
618,1,0,618.127927745261,928.03257217369,2165.76988778328
619,1,0,619.489247182998,928.615790856258,2166.94735075549
620,1,0,619.550895469744,930.304233132441,2171.46451646651
621,1,0,620.617067273322,928.142445141064,2169.60182513062
622,1,0,623.322808791322,931.72002105197,2178.65221770762
623,1,0,623.312063857928,932.461565645242,2178.61594221941
624,1,0,623.753914179408,936.277529699344,2185.64083174308
625,1,0,625.75737114978,938.655456363098,2189.25514022912
626,1,0,626.717703116023,940.574753445194,2194.90184442554
627,1,0,628.157739645972,940.808400176737,2195.80845253895
628,1,0,628.109135877894,939.892393027474,2197.6109167697
629,1,0,631.008560038732,945.78398525074,2205.63485800571
630,1,0,628.082403677781,944.736899372662,2204.42869091477
631,1,0,630.803639375372,949.454856403602,2211.10080849521
632,1,0,630.695447576688,949.783517441765,2214.08835288278
633,1,0,632.858467671738,947.097380347874,2212.79816073585
634,1,0,635.052581155617,952.439037260967,2223.10100628091
635,1,0,633.894127191221,954.037529890572,2222.77396979803
636,1,0,635.467527584108,953.29659101689,2226.37350646533
637,1,0,637.293695666244,956.98945102301,2231.12545940549
638,1,0,639.212888003793,957.737518390545,2236.55979425867
639,1,0,636.257729124988,960.100242793592,2235.20028463482
640,1,0,640.160903785051,960.218825564851,2241.98911721423
641,1,0,641.660702211272,962.518518888731,2245.02153381624
642,1,0,644.10386135236,960.741004357178,2248.45425357387
643,1,0,642.103069322099,964.934052907444,2249.87943494578
644,1,0,644.583969588757,966.597929795787,2256.79128724887
645,1,0,645.387216324706,968.51769293446,2258.7472219754
646,1,0,647.445427191696,970.089273334126,2265.14408839015
647,1,0,648.846134738638,971.247040146715,2266.93548760159
648,1,0,648.688565479614,973.066102772646,2271.36405611659
649,1,0,649.036452949857,972.669052793863,2270.54781845996
650,1,0,650.565967979416,973.857438263315,2276.03279410706
651,1,0,651.004865739431,975.842620957186,2277.68979941286
652,1,0,653.002267010908,978.428512256527,2285.04016713176
653,1,0,653.603398008249,981.339747659703,2287.78545838419
654,1,0,654.142970339924,980.141040248919,2289.89339845317
655,1,0,656.126440982967,981.35977755756,2292.32853125677
656,1,0,655.810123401422,984.296298063882,2297.71580932963
657,1,0,656.921040290606,985.672715127664,2299.43606813451
658,1,0,657.813079692633,987.787684204254,2305.21015176122
659,1,0,660.05700347516,990.074695119559,2308.97401131096
660,1,0,660.420694124142,988.393981575952,2310.42406356442
661,1,0,659.016399637316,990.049849967747,2309.9085623213
662,1,0,661.133868671764,995.440726860591,2320.18398339668
663,1,0,663.500414155483,993.327318410379,2319.6700452821
664,1,0,664.802392826554,994.339229648977,2324.75101033986
665,1,0,666.172028928433,998.354061771549,2329.36840341622
666,1,0,666.555325776166,999.762941023988,2333.92765466448
667,1,0,666.97363150468,1002.18123545039,2335.99717967131
668,1,0,668.366827960014,998.732037172631,2336.70825299697
669,1,0,668.920948527327,1003.40721636428,2341.17047760785
670,1,0,671.070144734125,1006.38421055827,2349.06374315672
671,1,0,671.707059816932,1010.61920617587,2353.16857870904
672,1,0,673.721952925086,1010.69630368696,2358.02764447637
673,1,0,672.716393651824,1009.67584923178,2355.23455559984
674,1,0,674.572521103859,1009.49278204701,2359.6746910152
675,1,0,675.828326042019,1013.30874811127,2363.97938686953
676,1,0,677.15390842774,1014.59459131625,2369.35788760832
677,1,0,676.431178955754,1018.33893687865,2371.61242855064
678,1,0,677.690668293261,1017.63221275664,2374.93226891423
679,1,0,678.237755054254,1019.94094389392,2377.02101166441
680,1,0,679.95567006277,1018.44844635324,2380.01350428034
681,1,0,680.824289664091,1023.25109796877,2384.9177003491
682,1,0,681.828741653377,1022.35141171936,2387.78954123706
683,1,0,682.897930867622,1020.94408281755,2386.68432640141
684,1,0,682.432912788261,1024.11031133532,2392.15261198791
685,1,0,685.719776466023,1030.26243818836,2400.82452737062
686,1,0,687.024930313583,1030.55787904101,2405.19219721892
687,1,0,686.079899916315,1030.1228028425,2403.04501547506
688,1,0,687.542627757276,1030.04975589587,2407.20177151747
689,1,0,690.082034857013,1033.80593931238,2412.73028688563
690,1,0,690.576031031888,1032.82496200773,2415.01038090395
691,1,0,690.803836887792,1035.61311175881,2417.25926136284
692,1,0,692.087072705056,1038.52387656701,2424.22033713639
693,1,0,692.040759149722,1038.38625796471,2423.26932983067
694,1,0,692.796067639584,1040.32455008118,2428.7300055851
695,1,0,695.120634846884,1042.93674546336,2432.89969302648
696,1,0,696.881055782291,1044.21881206987,2438.70925571649
697,1,0,697.318687234339,1048.18828001463,2442.34927996521
698,1,0,698.329430742044,1047.0008584406,2444.93967704697
699,1,0,699.66003197536,1050.01135002876,2448.51369472036
700,1,0,699.587808625191,1048.28194476822,2449.47914125773
701,1,0,700.725850439897,1052.85158764538,2454.41975080152
702,1,0,699.80524914658,1051.86672244404,2455.28135945495
703,1,0,701.031947628336,1054.22680510766,2458.10106545223
704,1,0,704.241982526175,1055.13893672731,2464.99030711782
705,1,0,706.844076912346,1059.11377264174,2470.80016227033
706,1,0,708.530993568222,1060.79383348901,2476.93421492156
707,1,0,706.348491394738,1059.36117174466,2472.55197585564
708,1,0,710.090403466322,1064.28062171062,2483.98041304127
709,1,0,707.775999335017,1061.22108020932,2477.83939226057
710,1,0,710.757693768241,1065.08939041589,2487.45647204846
711,1,0,711.735415604523,1067.84604409156,2490.42377241232
712,1,0,711.62485226224,1069.75797609353,2494.99221622009
713,1,0,712.604566549433,1068.73384958035,2494.18072884602
714,1,0,715.131798714424,1069.54709757834,2500.28828415709
715,1,0,715.729303269517,1072.57272235497,2503.14433834073
716,1,0,714.825672238937,1072.25602238308,2504.69108248635
717,1,0,717.394385616018,1076.75275807208,2510.98945640434
718,1,0,716.383836394509,1075.6574032651,2511.65062752393
719,1,0,718.605671227841,1078.01680941327,2515.46479335735
720,1,0,719.730666242718,1078.36915090787,2519.70920501491
721,1,0,719.383311115804,1078.43493752818,2518.66056136022
722,1,0,723.38251625506,1084.4331567682,2531.42506088759
723,1,0,722.294896652082,1086.19611931729,2531.33332868561
724,1,0,724.805135319839,1087.41053547106,2537.82505865523
725,1,0,724.702951862331,1085.76878126544,2535.31404584401
726,1,0,726.069280764991,1089.76010865053,2543.43877727985
727,1,0,726.845481445587,1090.11398861675,2543.80178277858
728,1,0,727.990555291846,1089.39776703869,2546.99771019487
729,1,0,729.089124179903,1092.6479931398,2550.57943003594
730,1,0,730.459411809154,1094.86938086612,2556.9381805396
731,1,0,730.735360172422,1095.85611529668,2557.43378818535
732,1,0,730.785032913658,1098.29211751414,2562.68653829213
733,1,0,731.194222499652,1100.58992503637,2564.62646025226
734,1,0,737.327093342073,1104.40543420985,2577.34191541625
735,1,0,735.807320682403,1103.56361073799,2574.21324413663
736,1,0,736.349606586355,1100.39800649134,2574.35700094202
737,1,0,735.995343037734,1105.59243536474,2578.43009111871
738,1,0,738.998016926781,1108.20381345474,2586.81121824584
739,1,0,739.035928118355,1109.459875664,2587.3381164986
740,1,0,739.889839583446,1110.77560172223,2592.27482917001
741,1,0,740.877827477126,1111.9021692797,2593.62230947307
742,1,0,740.465717029248,1114.24006570285,2598.31517059642
743,1,0,742.654254018957,1115.08017128793,2600.57673802313
744,1,0,744.449737453018,1113.11232228017,2603.17144759751
745,1,0,744.851865098748,1116.40821772287,2606.10239553786
746,1,0,745.028119746242,1118.39415429332,2611.03166190389
747,1,0,747.358630575119,1122.32309116489,2616.52403445625
748,1,0,748.929918795556,1122.77691331749,2621.31621997737
749,1,0,748.07925457488,1121.67669303897,2618.59826033009
750,1,0,748.605240027814,1125.77030146713,2625.98492935927
751,1,0,750.44720451486,1125.29113484225,2626.58065207335
752,1,0,753.308190186014,1130.31988721919,2637.23746526953
753,1,0,752.795548569229,1130.73307415646,2636.37093544193
754,1,0,754.173656621524,1132.32514773104,2642.10819221689
755,1,0,755.320886956195,1134.85414073245,2645.01734040488
756,1,0,756.831029299806,1138.23805256784,2652.67846973197
757,1,0,757.296820453804,1135.13534598983,2649.27447915987
758,1,0,758.264898620344,1136.5838497031,2654.45813618777
759,1,0,759.149435575546,1139.05496280883,2657.04671110062
760,1,0,760.762178777988,1140.96867498766,2663.34024162997
761,1,0,759.951851877202,1140.42297525215,2661.21713984559
762,1,0,761.349044944708,1142.49829890394,2667.45673171297
763,1,0,762.508074154844,1144.46655625601,2669.81694312709
764,1,0,764.487162392275,1146.56231636735,2676.65886662395
765,1,0,765.779525748077,1147.90653262098,2678.5283710853
766,1,0,764.601652021213,1148.1333875139,2680.34442739944
767,1,0,766.356297724937,1147.37898131319,2680.57759175436
768,1,0,767.035227513096,1147.76206910299,2684.40668448041
769,1,0,768.915698645313,1153.36195047167,2691.11996183322
770,1,0,769.18553368839,1156.98876778784,2697.78368934056
771,1,0,770.158293544563,1156.64756461958,2697.64817088038
772,1,0,770.526847932853,1157.49251386872,2701.6287496659
773,1,0,774.019447534534,1159.58234680128,2706.44410705205
774,1,0,775.539195937571,1161.60111296655,2712.74969676845
775,1,0,775.130652797664,1161.28795970151,2711.26092521541
776,1,0,776.866480990972,1165.70003863449,2720.17590748979
777,1,0,776.123055942071,1163.82488624497,2716.79025490328
778,1,0,776.876415965895,1165.50718504368,2721.9929888739
779,1,0,779.767668514815,1169.0586224071,2727.66860363816
780,1,0,778.65035155543,1170.23299399595,2730.49273341571
781,1,0,781.822970423776,1172.31798399067,2734.98326713068
782,1,0,784.227032678388,1172.61362143078,2740.4500419735
783,1,0,783.049185997525,1174.1820965365,2740.07359525026
784,1,0,784.393758269148,1176.03971037707,2746.04285651055
785,1,0,785.380059506124,1180.12932631113,2750.35169853349
786,1,0,786.155674880656,1180.95781272275,2754.72287546774
787,1,0,785.742288230153,1178.83401635968,2751.41861730607
788,1,0,789.077500387603,1183.09836505385,2761.78525330578
789,1,0,790.463660763583,1182.76784018163,2762.07381366145
790,1,0,791.601635871167,1185.78542984804,2768.99645358353
791,1,0,788.793026704819,1186.08216540039,2765.71750482145
792,1,0,791.228772205541,1188.03283657854,2772.87099664841
793,1,0,791.427241502364,1189.19284565935,2773.46239987795
794,1,0,793.267963389781,1190.61313891004,2779.49049016415
795,1,0,792.607249085325,1190.33220074951,2777.78176255108
796,1,0,796.252503227383,1194.08513992072,2787.94703101244
797,1,0,796.708572738512,1193.5828722832,2787.13375773795
798,1,0,798.423953604018,1196.93738775739,2794.97072922574
799,1,0,798.45225626922,1198.00938411658,2795.30395310204
800,1,0,800.532084496334,1199.02852229886,2801.16999465953
801,1,0,801.396138814728,1201.9588587012,2804.19731023216
802,1,0,801.835302249073,1202.29009295186,2807.73478306527
803,1,0,802.563272192181,1204.2836207845,2809.68920569292
804,1,0,802.474673122508,1203.37431869886,2811.45837968569
805,1,0,805.631586343928,1208.19572495056,2818.66962401073
806,1,0,807.375697936852,1208.79575853146,2823.78084433264
807,1,0,806.795216340935,1211.44718047447,2825.08470953164
808,1,0,809.662031718962,1212.78759960956,2832.05901919285
809,1,0,807.804022803887,1211.0205516331,2827.66688715323
810,1,0,808.969462464908,1212.07798264736,2832.65683297659
811,1,0,810.215063923227,1213.02626934075,2834.08364598022
812,1,0,813.12479928237,1219.86963218799,2846.60381933469
813,1,0,812.354524553689,1218.9428795976,2844.13971686753
814,1,0,815.17337320924,1222.75007008016,2853.53283115373
815,1,0,813.115250374858,1220.60648187174,2848.56404496283
816,1,0,816.729378508884,1223.28656629705,2857.62533267026
817,1,0,815.809009269287,1223.03544559119,2855.68676757672
818,1,0,818.361433372825,1225.41998611868,2863.39080735583
819,1,0,819.73634066901,1230.01672097004,2868.59537435529
820,1,0,819.827534509443,1228.17369049169,2869.61061286546
821,1,0,820.89634619053,1230.75797339189,2872.49663229866
822,1,0,821.951032565066,1232.52852122673,2878.08894165612
823,1,0,823.018336854354,1234.10607807652,2879.96672764711
824,1,0,823.023659804832,1234.68046669206,2883.31351436122
825,1,0,824.323707415062,1235.70479489449,2884.87081502579
826,1,0,826.627070596943,1237.32599462799,2891.56245308926
827,1,0,826.755518041085,1236.11321821359,2889.71104897091
828,1,0,828.124854110129,1241.21528069494,2898.94952266939
829,1,0,828.793636466225,1241.25732060121,2898.89326978368
830,1,0,828.878830833089,1242.68144341954,2903.16966211696
831,1,0,832.106569953557,1249.24818142519,2912.19706409499
832,1,0,832.863740681638,1246.77059297896,2913.24372152493
833,1,0,833.138331603237,1249.60560601343,2915.5862503329
834,1,0,832.160699001239,1250.14836650863,2917.9184533742
835,1,0,835.170571436382,1251.9109003867,2921.92378453932
836,1,0,836.912734571203,1254.92887013367,2929.4509925692
837,1,0,836.56139443077,1255.90291791013,2929.30662505714
838,1,0,834.730845004986,1254.55051660682,2928.89074947613
839,1,0,838.841604911636,1253.91318632361,2931.59710395149
840,1,0,839.709582917005,1256.75469288427,2938.07366366561
841,1,0,841.354963172908,1263.07537109746,2945.27264698661
842,1,0,841.205627224012,1261.48679475742,2946.30180984576
843,1,0,842.949785755471,1264.66592589715,2950.45802436886
844,1,0,844.444549376076,1266.30388464633,2956.35782188673
845,1,0,845.303620252313,1269.82621859186,2959.97215156041
846,1,0,846.055314018284,1265.30639314904,2958.97109503165
847,1,0,846.485661083414,1269.52953211117,2962.85750591082
848,1,0,848.884550236004,1270.84793356916,2969.34187166949
849,1,0,850.37034555214,1273.29814292041,2972.51080118879
850,1,0,849.984201150324,1274.98342274751,2976.57701176216
851,1,0,850.773609160572,1275.80333729608,2977.41925917289
852,1,0,851.789861956733,1279.36759884566,2984.76684866672
853,1,0,852.874886001329,1277.76100269698,2983.47820141454
854,1,0,855.739643341567,1280.72492448326,2992.07395568915
855,1,0,855.730094834482,1279.9035058502,2990.47591340092
856,1,0,856.135459745997,1285.00782131947,2998.7526689298
857,1,0,856.026770009009,1285.65203973789,2998.52112246313
858,1,0,855.945183312536,1285.98333901617,3001.53791019304
859,1,0,858.574756589538,1288.87101416568,3006.28808347146
860,1,0,860.137499324147,1289.34349386313,3011.0903810516
861,1,0,860.449169350139,1291.27127218601,3012.56275425239
862,1,0,861.409725418108,1292.61125603639,3017.63036931883
863,1,0,862.927983610099,1293.18154880765,3018.95184513398
864,1,0,863.06518079132,1295.64096446814,3024.31553312379
865,1,0,864.559154816022,1300.41167348247,3029.81314101473
866,1,0,866.710865293063,1299.67908869915,3033.99934185654
867,1,0,865.76930091238,1299.4837165672,3032.09533019582
868,1,0,866.943369326237,1302.40656853935,3038.95932572992
869,1,0,868.95534152956,1303.42414863978,3041.22180288558
870,1,0,866.403798856154,1303.00732227299,3041.02050899348
871,1,0,871.435112842765,1309.92540247475,3052.20282803375
872,1,0,872.16843514174,1311.0764898919,3056.85431289797
873,1,0,872.458955146201,1310.33156215139,3055.63283001383
874,1,0,873.031717085392,1309.76917296969,3058.41027791941
875,1,0,873.686843099779,1310.31083932955,3058.83999514557
876,1,0,875.687735260372,1315.77333997683,3069.07046310153
877,1,0,877.938879144834,1318.76793454798,3073.54912640905
878,1,0,876.321537781041,1316.81219476882,3072.74312041419
879,1,0,878.098206729992,1318.4550296414,3075.39554908764
880,1,0,878.426722511971,1319.87598749131,3079.91209786761
881,1,0,880.410652293202,1323.43209634702,3084.68506135646
882,1,0,882.68071344813,1322.37766424846,3088.66776556091
883,1,0,882.313878647547,1323.47442996676,3088.63062133054
884,1,0,883.96557026049,1326.28309839488,3095.8580565197
885,1,0,885.999252181133,1328.29322419367,3099.13478909104
886,1,0,884.736436390011,1326.88061797051,3099.22644222485
887,1,0,886.540040098188,1328.82823462161,3102.21058743604
888,1,0,888.337189503187,1333.33812063535,3111.28469800287
889,1,0,889.058686933368,1334.35871082251,3112.25971047212
890,1,0,890.467647849695,1334.63530990919,3116.71234562322
891,1,0,892.032212660621,1336.87480931479,3119.74933469165
892,1,0,894.166975969734,1341.42019477068,3129.19655860474
893,1,0,893.705281396057,1339.67150389826,3126.21909801056
894,1,0,894.527150626438,1344.36298250766,3134.49952099842
895,1,0,897.279690148886,1344.52650076882,3136.64850363395
896,1,0,894.020907890835,1347.42368141043,3139.05397716559
897,1,0,896.166199010322,1346.1211682856,3139.12968001216
898,1,0,896.060559580235,1346.10633566919,3141.77628311376
899,1,0,898.647927777229,1347.54224120771,3145.03248170118
900,1,0,900.081416585629,1350.40412532615,3152.09492977611
901,1,0,901.513319729981,1350.425046105,3152.78067855122
902,1,0,902.475140510694,1352.89477304687,3158.9793014219
903,1,0,902.362199597724,1352.32685735192,3157.53136966588
904,1,0,904.632235129271,1354.62916508307,3164.87078807667
905,1,0,904.872360336003,1357.67097105157,3167.38564410381
906,1,0,906.891712745397,1359.20625404438,3173.70735465411
907,1,0,908.596146029579,1360.61877221677,3176.05723096259
908,1,0,907.500909122328,1362.41753496649,3179.52783195315
909,1,0,908.02956389189,1362.26317247899,3179.13504908712
910,1,0,907.182833311417,1363.54229324553,3182.33451442128
911,1,0,911.563618481944,1369.29896900938,3191.70490020756
912,1,0,911.258113319305,1367.88866939938,3192.75617058301
913,1,0,910.998758121856,1369.96464528046,3193.80571611855
914,1,0,915.001731034078,1368.05609371902,3198.66721261743
915,1,0,914.333116935889,1372.16710949402,3201.34253914614
916,1,0,914.720733086145,1372.86876178445,3205.19888273493
917,1,0,917.210172249208,1376.74646670409,3210.79895166954
918,1,0,916.666412087905,1377.29696301753,3213.57276296976
919,1,0,918.444088565521,1379.62354812158,3216.90994940334
920,1,0,920.616990248715,1380.1517643382,3222.37814245124
921,1,0,921.175601121593,1379.89914210956,3221.9170559474
922,1,0,920.523504433398,1380.57468763599,3224.70757993371
923,1,0,923.107148947293,1382.97128922741,3228.92075089094
924,1,0,925.406929956221,1386.67008022486,3237.68639804541
925,1,0,925.908991229433,1388.47601855861,3239.22732250428
926,1,0,926.75060479512,1390.48135112764,3244.84134378708
927,1,0,927.167447610543,1389.73368684903,3243.74344717581
928,1,0,928.559389059322,1393.9473526334,3252.11612955705
929,1,0,929.351733990709,1392.08239272922,3250.27643943616
930,1,0,929.816200826316,1394.11343141005,3255.5390201007
931,1,0,931.133248912695,1397.22903457255,3259.20459620149
932,1,0,931.532608267179,1396.43647805476,3261.57847418627
933,1,0,934.210100289243,1402.25684644144,3269.30925944692
934,1,0,934.041427264387,1401.44104002315,3271.09185515187
935,1,0,934.863078676433,1400.70136611753,3270.4067575102
936,1,0,935.988019782684,1403.70439520886,3277.30180285587
937,1,0,937.708505577301,1406.25465614765,3280.80547444119
938,1,0,936.715673518775,1405.51807322694,3281.84313461005
939,1,0,939.66987300276,1406.80552643237,3285.31771215137
940,1,0,940.474930521234,1408.47696884585,3290.56128723141
941,1,0,942.427020616396,1410.83722202426,3294.10655535689
942,1,0,942.051049733905,1413.70314899581,3299.36358659405
943,1,0,941.910656411554,1414.57028172019,3299.32325084798
944,1,0,943.458166716435,1415.90227221534,3304.96982679611
945,1,0,943.270090982134,1416.26503717565,3304.37744087402
946,1,0,946.290240963197,1417.2569326962,3311.15656152373
947,1,0,947.048152501868,1421.29835971262,3315.18882493073
948,1,0,947.863568641409,1422.14844901489,3319.62140552062
949,1,0,946.263301993243,1424.45202223817,3319.55763694765
950,1,0,951.203855534835,1426.50719970716,3329.32044310633
951,1,0,952.017028052141,1427.05736981321,3329.91671058159
952,1,0,952.203753916019,1426.80424143481,3332.61738321516
953,1,0,953.214164920913,1431.74800346319,3337.80448110034
954,1,0,953.946478073298,1429.91376692899,3339.46963286661
955,1,0,955.465373076281,1436.49137453318,3346.7990603257
956,1,0,954.521738168165,1433.92817890416,3346.05930493666
957,1,0,955.489092881431,1436.14589524248,3348.47730084015
958,1,0,958.315769371698,1435.75082224554,3353.67597948157
959,1,0,959.055672781155,1440.57641552841,3358.47440102581
960,1,0,961.041696647477,1439.99007306048,3362.64115757228
961,1,0,962.380609120428,1442.69373674268,3365.91665857934
962,1,0,962.446550815677,1443.91180371266,3369.96774239267
963,1,0,961.164756823387,1444.94569825016,3368.95276778978
964,1,0,962.433712323502,1444.88983825653,3372.93293844436
965,1,0,965.018496748538,1445.97719904631,3375.83800851109
966,1,0,966.570070819314,1449.35681611097,3383.53627479461
967,1,0,966.892802109501,1451.63148869525,3385.36660352099
968,1,0,967.671812451601,1455.27730719595,3392.55850751188
969,1,0,968.771672640533,1453.62612397344,3391.24010933021
970,1,0,969.846876128281,1457.62414825826,3399.08041225087
971,1,0,972.180991114854,1456.66901975617,3399.69232358726
972,1,0,971.532765878671,1455.7612841668,3400.9034379098
973,1,0,974.015706099802,1458.24056782147,3405.09858663752
974,1,0,974.119423002663,1461.79581918161,3411.52463004861
975,1,0,973.82239803075,1462.00206061628,3410.66677136327
976,1,0,976.436644895387,1464.66563199649,3418.7116647562
977,1,0,977.456540425823,1468.21869154487,3422.51754468693
978,1,0,978.261338372282,1465.00740345973,3422.87812969634
979,1,0,979.35491004914,1468.97644282172,3427.1736655871
980,1,0,980.16803898993,1469.05554574111,3430.83297259537
981,1,0,982.221323076815,1471.97183626744,3435.0354720605
982,1,0,982.276372057728,1472.79254883101,3438.67830875307
983,1,0,983.765133561738,1474.91384180316,3441.52128808113
984,1,0,983.081076673323,1476.00221988643,3444.69268442408
985,1,0,986.922268538247,1477.77960415067,3449.54418540515
986,1,0,986.510259719529,1479.89249067376,3454.01213825762
987,1,0,985.388118269194,1480.64529145334,3452.87572243877
988,1,0,987.475282317191,1480.55754761775,3457.64221779927
989,1,0,989.071395119749,1484.01035190065,3461.92405973663
990,1,0,990.445520232546,1486.10180227246,3468.15671036933
